district,course_number,course_name,takers_FRPL,takers_nonFRPL,takers_F,takers_M,takers_NW,takers_W,enrolled,frac_girls,frac_nonwhite,frac_FRPL
LAKE,2002110,M/J COMPRE SCI 3 ADV,570,1038,856,752,713,895,1608,0.5323,0.4434,0.3545
LAKE,2002200,M/J STEM ENV SCI,8,12,12,8,10,10,20,0.6,0.5,0.4
LAKE,2002480,FORC SCI 1,95,146,129,112,112,129,241,0.5353,0.4647,0.3942
LAKE,2002500,MARINE SCI 1,337,365,334,368,309,393,702,0.4758,0.4402,0.4801
LAKE,2003010,M/J PHY SCI,58,81,65,74,44,95,139,0.4676,0.3165,0.4173
LAKE,2003310,PHY SCI,259,345,224,380,378,226,604,0.3709,0.6258,0.4288
LAKE,2003320,PHY SCI HON,9,43,23,29,30,22,52,0.4423,0.5769,0.1731
LAKE,2003340,CHEM 1,219,398,292,325,321,296,617,0.4733,0.5203,0.3549
LAKE,2003350,CHEM 1 HON,191,510,373,328,274,427,701,0.5321,0.3909,0.2725
LAKE,2003370,AP CHEM,4,29,15,18,18,15,33,0.4545,0.5455,0.1212
LAKE,2003390,PHYS 1 HON,9,20,10,19,22,7,29,0.3448,0.7586,0.3103
LAKE,2003421,AP PHYSICS 1,10,54,25,39,26,38,64,0.3906,0.4063,0.1563
LEE,2000010,M/J LIF SCI,2455,1729,1880,2304,2813,1371,4184,0.4493,0.6723,0.5868
LEE,2000020,M/J LIF SCI ADV,957,1331,1271,1017,1186,1102,2288,0.5555,0.5184,0.4183
LEE,2000025,M/J STEM LIFE SCI,114,103,105,112,169,48,217,0.4839,0.7788,0.5253
LEE,2000310,BIO 1,2629,2196,2096,2729,3245,1580,4825,0.4344,0.6725,0.5449
LEE,2000320,BIO 1 HON,938,1299,1227,1010,1136,1101,2237,0.5485,0.5078,0.4193
LEE,2000321,AICE BIO 1 AS,27,69,57,39,42,54,96,0.5938,0.4375,0.2813
LEE,2000322,PRE-AICE BIO IG,85,182,164,103,130,137,267,0.6142,0.4869,0.3184
LEE,2000323,AICE BIO 2 AL,0,15,7,8,6,9,15,0.4667,0.4,0
LEE,2000340,AP BIO,37,54,60,31,31,60,91,0.6593,0.3407,0.4066
LEE,2000350,ANAT PHYSIO,384,504,511,377,488,400,888,0.5755,0.5495,0.4324
LEE,2000360,ANAT PHYSIO HON,338,613,628,323,493,458,951,0.6604,0.5184,0.3554
LEE,2000410,ZOOLOGY,7,14,10,11,9,12,21,0.4762,0.4286,0.3333
LEE,2000440,GENETICS HON,21,15,14,22,33,3,36,0.3889,0.9167,0.5833
LEE,2000800,FL PRE-IB BIO 1,145,437,321,261,220,362,582,0.5515,0.378,0.2491
LEE,2000805,IB BIOLOGY 1,37,167,124,80,84,120,204,0.6078,0.4118,0.1814
LEE,2000810,IB BIOLOGY 2,39,129,109,59,70,98,168,0.6488,0.4167,0.2321
LEE,2000820,IB BIOLOGY 3,13,52,40,25,29,36,65,0.6154,0.4462,0.2
LEE,2001010,M/J ERTH/SPA SCI,2588,1758,1982,2364,2977,1369,4346,0.4561,0.685,0.5955
LEE,2001020,M/J ERTH/SPA SCI ADV,1143,1419,1370,1192,1357,1205,2562,0.5347,0.5297,0.4461
LEE,2001310,ERTH/SPA SCI,335,470,316,489,545,260,805,0.3925,0.677,0.4161
LEE,2001320,ERTH/SPA SCI HON,8,8,10,6,11,5,16,0.625,0.6875,0.5
LEE,2001340,ENV SCI,2123,1604,1559,2168,2645,1082,3727,0.4183,0.7097,0.5696
LEE,2001341,ENV SCI HON,380,372,377,375,458,294,752,0.5013,0.609,0.5053
LEE,2001370,IB ENV SYS & SOC 1,9,25,19,15,12,22,34,0.5588,0.3529,0.2647
LEE,2001375,IB ENV SYS & SOC 2,12,62,45,29,33,41,74,0.6081,0.4459,0.1622
LEE,2001380,AP ENV SCI,72,175,149,98,102,145,247,0.6032,0.413,0.2915
LEE,2001381,AICE ENV MGMNT AS,34,105,88,51,52,87,139,0.6331,0.3741,0.2446
LEE,2002040,M/J COMPRE SCI 1,63,34,49,48,54,43,97,0.5052,0.5567,0.6495
LEE,2002050,M/J COMPRE SCI 1 ADV,0,0,0,0,0,0,0,0,0,0
LEE,2002056,M/J SCI 1 CLS,157,174,173,158,198,133,331,0.5227,0.5982,0.4743
LEE,2002070,M/J COMPRE SCI 2,78,41,48,71,72,47,119,0.4034,0.605,0.6555
LEE,2002080,M/J COMPRE SCI 2 ADV,0,0,0,0,0,0,0,0,0,0
LEE,2002086,M/J SCI 2 CLS,276,266,308,234,374,168,542,0.5683,0.69,0.5092
LEE,2002100,M/J COMPRE SCI 3,127,114,107,134,125,116,241,0.444,0.5187,0.527
LEE,2002110,M/J COMPRE SCI 3 ADV,13,13,17,9,11,15,26,0.6538,0.4231,0.5
LEE,2002115,M/J SCI 3 CLS,203,212,211,204,267,148,415,0.5084,0.6434,0.4892
LEE,2002200,M/J STEM ENV SCI,155,76,89,142,193,38,231,0.3853,0.8355,0.671
LEE,2002400,INTEG SCI 1,0,0,0,0,0,0,0,0,0,0
LEE,2002480,FORC SCI 1,96,158,138,116,162,92,254,0.5433,0.6378,0.378
LEE,2002500,MARINE SCI 1,684,840,579,945,860,664,1524,0.3799,0.5643,0.4488
LEE,2002510,MARINE SCI 1 HON,403,547,492,458,499,451,950,0.5179,0.5253,0.4242
LEE,2002515,AICE MARINE SCI 1 AS,98,287,230,155,150,235,385,0.5974,0.3896,0.2545
LEE,2002535,AICE MARINE SCI 2 AL,19,104,78,45,19,104,123,0.6341,0.1545,0.1545
LEE,2003010,M/J PHY SCI,2279,1643,1762,2160,2674,1248,3922,0.4493,0.6818,0.5811
LEE,2003020,M/J PHY SCI ADV,881,1408,1215,1074,1095,1194,2289,0.5308,0.4784,0.3849
LEE,2003030,M/J STEM PHYSIC SCI,36,31,25,42,50,17,67,0.3731,0.7463,0.5373
LEE,2003310,PHY SCI,431,459,342,548,647,243,890,0.3843,0.727,0.4843
LEE,2003320,PHY SCI HON,0,0,0,0,0,0,0,0,0,0
LEE,2003340,CHEM 1,496,601,565,532,606,491,1097,0.515,0.5524,0.4521
LEE,2003350,CHEM 1 HON,359,524,496,387,497,386,883,0.5617,0.5629,0.4066
LEE,2003370,AP CHEM,8,33,22,19,20,21,41,0.5366,0.4878,0.1951
LEE,2003371,AICE CHEM 1 AS,14,31,23,22,14,31,45,0.5111,0.3111,0.3111
LEE,2003372,PRE-AICE CHEM IG,144,339,296,187,234,249,483,0.6128,0.4845,0.2981
LEE,2003373,AICE CHEM 2 AL,0,0,0,0,0,0,0,0,0,0
LEE,2003380,PHYS 1,39,57,28,68,37,59,96,0.2917,0.3854,0.4063
LEE,2003390,PHYS 1 HON,57,189,89,157,98,148,246,0.3618,0.3984,0.2317
LEE,2003421,AP PHYSICS 1,27,74,42,59,43,58,101,0.4158,0.4257,0.2673
LEE,2003422,AP PHYSICS 2,0,0,0,0,0,0,0,0,0,0
LEE,2003425,AP PHYSICS C: E&M,0,0,0,0,0,0,0,0,0,0
LEE,2003430,AP PHYSICS C: ME,8,19,12,15,7,20,27,0.4444,0.2593,0.2963
LEE,2003431,AICE PHYSICS 1 AS,10,38,21,27,14,34,48,0.4375,0.2917,0.2083
LEE,2003432,PRE-AICE PHYSICS IG,16,31,19,28,19,28,47,0.4043,0.4043,0.3404
LEE,2003433,AICE PHYSICS 2 AL,0,0,0,0,0,0,0,0,0,0
LEE,2003800,FL PRE-IB CHEM 1,127,394,291,230,223,298,521,0.5585,0.428,0.2438
LEE,2003805,IB CHEMISTRY 1,13,61,37,37,40,34,74,0.5,0.5405,0.1757
LEE,2003810,IB CHEMISTRY 2,10,69,44,35,26,53,79,0.557,0.3291,0.1266
LEE,2003840,IB PHYSICS 1,4,8,2,10,9,3,12,0.1667,0.75,0.3333
LEE,2003845,IB PHYSICS 2,10,13,5,18,11,12,23,0.2174,0.4783,0.4348
LEON,2000020,M/J LIF SCI ADV,23,58,51,30,41,40,81,0.6296,0.5062,0.284
LEON,2000310,BIO 1,584,445,492,537,648,381,1029,0.4781,0.6297,0.5675
LEON,2000320,BIO 1 HON,313,920,674,559,539,694,1233,0.5466,0.4371,0.2539
LEON,2000340,AP BIO,225,309,281,253,344,190,534,0.5262,0.6442,0.4213
LEON,2000350,ANAT PHYSIO,67,48,57,58,85,30,115,0.4957,0.7391,0.5826
LEON,2000360,ANAT PHYSIO HON,231,240,322,149,300,171,471,0.6837,0.6369,0.4904
LEON,2000800,FL PRE-IB BIO 1,19,21,20,20,32,8,40,0.5,0.8,0.475
LEON,2000810,IB BIOLOGY 2,8,28,23,13,31,5,36,0.6389,0.8611,0.2222
LEON,2001030,M/J IB MYP ERT/SP SC,28,67,41,54,73,22,95,0.4316,0.7684,0.2947
LEON,2001310,ERTH/SPA SCI,300,213,207,306,330,183,513,0.4035,0.6433,0.5848
LEON,2001320,ERTH/SPA SCI HON,151,601,394,358,258,494,752,0.5239,0.3431,0.2008
LEON,2001340,ENV SCI,146,157,136,167,181,122,303,0.4488,0.5974,0.4818
LEON,2001375,IB ENV SYS & SOC 2,0,0,0,0,0,0,0,0,0,0
LEON,2001380,AP ENV SCI,56,305,189,172,152,209,361,0.5235,0.4211,0.1551
LEON,2002040,M/J COMPRE SCI 1,942,386,647,681,969,359,1328,0.4872,0.7297,0.7093
LEON,2002050,M/J COMPRE SCI 1 ADV,400,708,541,567,455,653,1108,0.4883,0.4106,0.361
LEON,2002070,M/J COMPRE SCI 2,811,342,553,600,882,271,1153,0.4796,0.765,0.7034
LEON,2002080,M/J COMPRE SCI 2 ADV,329,501,453,377,363,467,830,0.5458,0.4373,0.3964
LEON,2002100,M/J COMPRE SCI 3,887,390,589,688,979,298,1277,0.4612,0.7666,0.6946
LEON,2002110,M/J COMPRE SCI 3 ADV,145,308,244,209,148,305,453,0.5386,0.3267,0.3201
LEON,2002200,M/J STEM ENV SCI,29,84,64,49,54,59,113,0.5664,0.4779,0.2566
LEON,2002340,EXP SCI 1 HON,6,10,4,12,7,9,16,0.25,0.4375,0.375
LEON,2002360,EXP SCI 3 HON,0,0,0,0,0,0,0,0,0,0
LEON,2002370,EXP SCI 4 HON,0,0,0,0,0,0,0,0,0,0
LEON,2002400,INTEG SCI 1,204,92,123,173,219,77,296,0.4155,0.7399,0.6892
LEON,2002410,INTEG SCI 1 HON,254,52,141,165,282,24,306,0.4608,0.9216,0.8301
LEON,2002480,FORC SCI 1,4,6,6,4,4,6,10,0.6,0.4,0.4
LEON,2002500,MARINE SCI 1,98,98,79,117,95,101,196,0.4031,0.4847,0.5
LEON,2002510,MARINE SCI 1 HON,44,107,81,70,66,85,151,0.5364,0.4371,0.2914
LEON,2002520,MARINE SCI 2,2,77,42,37,8,71,79,0.5316,0.1013,0.0253
LEON,2003020,M/J PHY SCI ADV,18,58,44,32,38,38,76,0.5789,0.5,0.2368
LEON,2003030,M/J STEM PHYSIC SCI,4,27,15,16,10,21,31,0.4839,0.3226,0.129
LEON,2003310,PHY SCI,361,177,252,286,416,122,538,0.4684,0.7732,0.671
LEON,2003320,PHY SCI HON,46,114,86,74,95,65,160,0.5375,0.5938,0.2875
LEON,2003340,CHEM 1,299,332,302,329,369,262,631,0.4786,0.5848,0.4739
LEON,2003350,CHEM 1 HON,217,690,509,398,343,564,907,0.5612,0.3782,0.2393
LEON,2003370,AP CHEM,11,174,100,85,78,107,185,0.5405,0.4216,0.0595
LEON,2003380,PHYS 1,13,28,21,20,15,26,41,0.5122,0.3659,0.3171
LEON,2003390,PHYS 1 HON,120,242,177,185,164,198,362,0.489,0.453,0.3315
LEON,2003421,AP PHYSICS 1,14,178,85,107,73,119,192,0.4427,0.3802,0.0729
LEON,2003422,AP PHYSICS 2,0,41,9,32,23,18,41,0.2195,0.561,0
LEON,2003430,AP PHYSICS C: ME,4,24,6,22,16,12,28,0.2143,0.5714,0.1429
LEON,2003800,FL PRE-IB CHEM 1,34,57,45,46,78,13,91,0.4945,0.8571,0.3736
LEON,2003805,IB CHEMISTRY 1,2,21,10,13,21,2,23,0.4348,0.913,0.087
LEON,2003810,IB CHEMISTRY 2,4,10,7,7,11,3,14,0.5,0.7857,0.2857
LEON,2003820,IB CHEMISTRY 3,1,17,8,10,15,3,18,0.4444,0.8333,0.0556
LEON,2003845,IB PHYSICS 2,4,12,5,11,11,5,16,0.3125,0.6875,0.25
LEVY,2000010,M/J LIF SCI,229,148,171,206,122,255,377,0.4536,0.3236,0.6074
LEVY,2000310,BIO 1,148,118,131,135,90,176,266,0.4925,0.3383,0.5564
LEVY,2000315,BIO 1 CR,4,6,2,8,2,8,10,0.2,0.2,0.4
LEVY,2000320,BIO 1 HON,31,44,37,38,13,62,75,0.4933,0.1733,0.4133
LEVY,2000340,AP BIO,0,0,0,0,0,0,0,0,0,0
LEVY,2000350,ANAT PHYSIO,18,19,19,18,10,27,37,0.5135,0.2703,0.4865
LEVY,2001010,M/J ERTH/SPA SCI,266,171,212,225,115,322,437,0.4851,0.2632,0.6087
